"id","title","code","crm_subject_id","agency_id","departemant_id","is_closed","created_at","updated_at","lastupdatemessage","subject_id"
"186","Inquiry on Invoice Processing - Invoice No. #LM1117","10185","1","1","1","1","31/1/2024 16:44:30","31/1/2024 17:11:43","31/1/2024 17:11:43","0"
"187","test msg","10186","1","1","2","3","31/1/2024 16:45:21","5/2/2024 01:50:15","31/1/2024 19:07:06","0"
"188","error messages","10187","1","258","2","1","31/1/2024 18:55:21","20/11/2024 12:47:35","20/11/2024 12:47:35","0"
"189","Inquiry on Invoice Processing - Invoice No. #LM1118","10188","1","287","1","1","31/1/2024 19:50:48","19/2/2024 14:36:37","19/2/2024 14:36:37","0"
"190","Activate supplier  kpluse usd ","10189","1","287","2","1","1/2/2024 12:04:25","6/3/2024 11:28:26","6/3/2024 11:28:26","0"
"191","تست","10190","1","2","1","1","1/2/2024 12:47:20","1/2/2024 12:50:26","1/2/2024 12:50:26","0"
"192","Isseing direct","10191","1","287","2","1","1/2/2024 13:11:43","16/8/2025 15:30:59","16/8/2025 15:30:59","0"
"193","Inquiry on Invoice Processing - Invoice No. #LM1119","10192","1","2","1","1","1/2/2024 14:05:00","4/2/2024 11:34:28","4/2/2024 11:34:28","0"
"194","Inquiry on Invoice Processing - Invoice No. #LM1120","10193","1","268","1","1","1/2/2024 21:36:44","11/11/2024 22:44:48","11/11/2024 22:44:48","0"
"195","searching client data base ","10194","1","61","2","1","2/2/2024 08:42:25","7/2/2024 08:25:45","7/2/2024 08:25:45","0"
"196","Enable api webservice providers","10195","1","188","2","1","3/2/2024 15:01:43","5/2/2024 17:15:36","5/2/2024 17:15:36","0"
"197","activate direct issue for royal jordan in amadeus supplier","10196","1","258","2","1","4/2/2024 03:33:26","27/8/2025 12:52:11","27/8/2025 12:52:11","0"
"198","عدم رزرو هتل بارون","10197","1","256","1","1","4/2/2024 09:56:48","16/12/2024 15:13:17","16/12/2024 15:13:17","0"
"199","Inquiry on Invoice Processing - Invoice No. #LM1121","10198","1","379","1","1","4/2/2024 10:54:21","4/2/2024 11:33:52","4/2/2024 11:33:52","0"
"200","test","10199","1","2","2","1","4/2/2024 12:59:50","4/2/2024 13:01:35","4/2/2024 13:01:35","0"
"201","تغییرات هتل پرتو","10200","1","263","2","1","4/2/2024 15:45:23","14/9/2025 15:09:44","14/9/2025 15:09:44","0"
"202","Inquiry on Invoice Processing - Invoice No. #LM1122","10201","1","61","1","1","5/2/2024 08:56:55","5/2/2024 13:41:20","5/2/2024 13:41:20","0"
"203","pending approval","10202","1","256","2","1","5/2/2024 09:53:34","11/11/2024 22:45:48","11/11/2024 22:45:48","0"
"204","Inquiry on Invoice Processing - Invoice No. #LM1123","10203","1","4","1","1","5/2/2024 13:19:37","5/2/2024 14:47:20","5/2/2024 14:47:20","0"
"205","Test ","10204","1","379","2","1","5/2/2024 15:24:53","5/2/2024 15:50:48","5/2/2024 15:50:48","0"
"206","پیاده سازی درگاه پرداخت AFS","10205","1","379","1","1","5/2/2024 15:42:23","26/2/2024 10:45:10","26/2/2024 10:45:10","0"
"207","پیاده سازی سرور عراق","10206","1","6","1","1","5/2/2024 15:47:27","1/10/2024 13:50:17","1/10/2024 13:50:17","0"
"208","Translation List","10207","1","343","2","1","5/2/2024 15:52:30","6/2/2024 15:59:14","6/2/2024 15:59:14","0"
"209","نمایش ساپلایرها به ترتیب الفبا","10208","1","1","1","3","5/2/2024 16:23:30","8/2/2024 23:13:53","7/2/2024 20:36:27","0"
"210","Inquiry on Invoice Processing - Invoice No. #LM1124","10209","1","256","1","1","5/2/2024 17:48:36","8/2/2024 16:11:01","8/2/2024 16:11:01","0"
"211","Inquiry on Invoice Processing - Invoice No. #LM1125","10210","1","256","1","1","5/2/2024 17:51:41","11/11/2024 22:46:31","11/11/2024 22:46:31","0"
"212","Front user interface modification  design ","10211","1","261","2","1","5/2/2024 17:54:51","9/4/2024 22:09:28","9/4/2024 22:09:28","0"
"213","Inquiry on Invoice Processing - Invoice No. #LM1126","10212","1","1","1","1","5/2/2024 18:21:37","8/2/2024 17:55:38","8/2/2024 17:55:38","0"
"214","در بخش ویزا کد ساپلایر همانند پرواز اضافه شود","10213","1","1","2","3","5/2/2024 18:58:02","5/2/2024 19:36:33","5/2/2024 18:58:02","0"
"215","Accessibility to the design and text edit in the desktop view or mobile website interface  ","10214","1","379","1","1","5/2/2024 18:58:49","24/3/2024 15:06:38","24/3/2024 15:06:38","0"
"216","Reset summerholidays and duratalshabab websites","10215","1","188","2","1","5/2/2024 19:47:37","16/8/2025 15:31:14","16/8/2025 15:31:14","0"
"217","Air arabia shj booking issue","10216","1","188","2","1","6/2/2024 09:18:20","16/8/2025 15:31:33","16/8/2025 15:31:33","0"
"218","اقامت 24","10217","1","379","1","1","6/2/2024 11:39:27","18/3/2024 17:26:27","18/3/2024 17:26:27","0"
"219","New Live Trial Contract ","10218","1","61","2","1","6/2/2024 12:58:42","12/2/2024 19:44:11","12/2/2024 19:44:11","0"
"220","اتصال لاچین سیر به پلتفرم","10219","1","379","2","1","6/2/2024 14:13:16","11/11/2025 16:05:17","11/11/2025 16:05:17","0"
"221","Inquiry on Invoice Processing - Invoice No. #LM1127","10220","1","4","1","1","6/2/2024 15:28:26","7/2/2024 08:25:55","7/2/2024 08:25:55","0"
"222","Inquiry on Invoice Processing - Invoice No. #LM1128","10221","1","1","1","1","6/2/2024 15:53:39","7/2/2024 08:31:48","7/2/2024 08:31:48","0"
"223","Inquiry on Invoice Processing - Invoice No. #LM1129","10222","1","4","1","1","6/2/2024 16:09:51","7/2/2024 08:25:58","7/2/2024 08:25:58","0"
"224","Add Passport Country List - VISA SECTION","10223","1","10","2","1","6/2/2024 16:27:11","6/2/2024 17:08:09","6/2/2024 17:08:09","0"
"225","Inquiry on Invoice Processing - Invoice No. #LM1130","10224","1","379","1","1","6/2/2024 18:05:01","16/8/2025 15:31:50","16/8/2025 15:31:50","0"
"226","Inquiry on Invoice Processing - Invoice No. #LM1131","10225","1","379","1","1","6/2/2024 18:51:50","11/11/2024 22:48:50","11/11/2024 22:48:50","0"
"227","Inquiry on Invoice Processing - Invoice No. #LM1132","10226","1","4","1","1","7/2/2024 10:52:37","7/2/2024 12:19:25","7/2/2024 12:19:25","0"
"228","Inquiry on Invoice Processing - Invoice No. #LMIN1121","10227","1","379","1","1","7/2/2024 12:22:20","7/2/2024 12:24:23","7/2/2024 12:24:23","0"
"229","Inquiry on Invoice Processing - Invoice No. #LM1114","10228","1","379","1","1","7/2/2024 12:26:20","28/2/2024 09:31:27","28/2/2024 09:31:27","0"
"230","Inquiry on Invoice Processing - Invoice No. #LM1113","10229","1","379","1","1","7/2/2024 12:30:27","11/11/2024 22:49:15","11/11/2024 22:49:15","0"
"231","no availability of te flight ","10230","1","61","2","1","7/2/2024 14:33:52","14/9/2025 15:10:04","14/9/2025 15:10:04","0"
"232","Inquiry on Invoice Processing - Invoice No. #LM1133","10231","1","4","1","1","7/2/2024 15:10:47","8/2/2024 15:13:02","8/2/2024 15:13:02","0"
"233","ارسال ایمیل تست با ماک دیتا در بخش نوتیفیکیشن","10232","1","1","2","3","7/2/2024 20:25:17","7/2/2024 20:33:52","7/2/2024 20:25:17","0"
"234","Asiacell Api","10233","1","258","2","1","9/2/2024 18:41:29","2/9/2025 11:33:04","2/9/2025 11:33:04","0"
"235","صفحات پرو فایل با ادرس مشخصی روی سایت قابل نمایش شود","10234","1","1","2","3","9/2/2024 19:45:15","9/2/2024 20:27:28","9/2/2024 19:45:15","0"
"236","سرچ","10235","1","256","2","1","10/2/2024 09:22:57","12/2/2024 13:34:15","12/2/2024 13:34:15","0"
"237","Even though the date of the package has passed, it is still possible to reserve it","10236","1","188","2","1","10/2/2024 12:45:58","16/8/2025 15:32:09","16/8/2025 15:32:09","0"
"238","Block Airline or show a message on the booking page","10237","1","258","2","1","10/2/2024 14:38:21","2/9/2025 11:33:34","2/9/2025 11:33:34","0"
"239","Returning the GCC website interface on the mobile phone to its previous position.","10238","1","188","2","1","10/2/2024 20:01:21","16/8/2025 15:32:25","16/8/2025 15:32:25","0"
"240","Returning the GCC website interface on the mobile phone to its previous position.","10239","1","188","2","1","10/2/2024 20:01:36","14/9/2025 15:11:01","14/9/2025 15:11:01","0"
"241","Flyadeal supplier","10240","1","188","2","1","12/2/2024 09:01:41","20/1/2025 06:26:10","20/1/2025 06:26:10","0"
"242","صفحه پروفایل هتل بارون باز نمیشه ","10241","1","256","2","1","12/2/2024 13:22:13","12/2/2024 16:24:04","12/2/2024 16:24:04","0"
"243","حذف واحد پولی اسرائیل","10242","1","126","1","1","12/2/2024 14:30:19","14/9/2025 15:11:16","14/9/2025 15:11:16","0"
"244","Ticket Issue","10243","1","188","2","1","12/2/2024 17:23:22","9/4/2024 22:10:57","9/4/2024 22:10:57","0"
"245","Inquiry on Invoice Processing - Invoice No. #LM1134","10244","1","4","1","1","13/2/2024 16:38:50","13/2/2024 22:23:47","13/2/2024 22:23:47","0"
"246","TAP payment issue","10245","1","258","2","1","14/2/2024 08:41:02","15/9/2024 22:26:48","15/9/2024 22:26:48","0"
"247","Removal of the commission bar in the visa service","10246","1","188","2","1","14/2/2024 12:11:10","14/9/2025 15:13:22","14/9/2025 15:13:22","0"
"248","MJV details and invoice details linked to it are not Sync","10247","1","61","2","1","14/2/2024 17:02:52","23/11/2024 11:10:33","23/11/2024 11:10:33","0"
"249","لاگ این با OTP","10248","1","1","2","1","14/2/2024 17:52:59","23/11/2024 11:11:57","23/11/2024 11:11:57","0"
"250","اضافه کردن بار در بوکینگ کنترلر","10249","1","1","2","3","14/2/2024 18:21:02","15/2/2024 11:04:50","14/2/2024 18:21:02","0"
"251","حذف بردبی از لیست شهرها","10250","1","1","2","1","15/2/2024 09:26:37","23/11/2024 11:11:31","23/11/2024 11:11:31","0"
"252","Technical Website reformation","10251","1","379","2","1","15/2/2024 12:33:49","9/4/2024 22:12:52","9/4/2024 22:12:52","0"
"253","FLYNAS API","10252","1","258","2","1","15/2/2024 12:50:44","16/8/2025 15:32:44","16/8/2025 15:32:44","0"
"254","Flynas API","10253","1","188","2","1","15/2/2024 18:08:55","16/8/2025 15:33:07","16/8/2025 15:33:07","0"
"255","the list of API-OUTs does not show up","10254","1","258","2","1","16/2/2024 12:49:09","15/9/2024 22:27:16","15/9/2024 22:27:16","0"
"256","پیاده سازی قطار فدک","10255","1","379","2","4","19/2/2024 11:15:21","23/3/2024 17:13:38","4/3/2024 10:17:32","0"
"257","New Features","10256","1","188","2","2","19/2/2024 14:00:17","17/3/2024 08:18:08","17/3/2024 08:17:59","0"
"258","برداشتن قابلیت دایرکت ریفاند از درگاه تپ","10257","1","258","2","1","20/2/2024 08:43:40","15/9/2024 22:28:10","15/9/2024 22:28:10","0"
"259","Route Filter ","10258","1","188","2","1","20/2/2024 13:24:05","16/8/2025 15:33:33","16/8/2025 15:33:33","0"
"260","Inquiry on Invoice Processing - Invoice No. #LM1135","10259","1","268","1","1","20/2/2024 16:45:28","21/2/2024 11:51:24","21/2/2024 11:51:24","0"
"261","Inquiry on Invoice Processing - Invoice No. #LM1136","10260","1","268","1","1","20/2/2024 16:45:57","21/2/2024 11:51:33","21/2/2024 11:51:33","0"
"262","Inquiry on Invoice Processing - Invoice No. #LM1137","10261","1","268","1","1","20/2/2024 16:48:06","21/2/2024 11:51:35","21/2/2024 11:51:35","0"
"263","تغییر ظاهر سایت در بخش موبایل","10262","1","379","2","1","21/2/2024 11:48:24","15/12/2024 10:23:59","15/12/2024 10:23:59","0"
"264","Reciept of the payment issue","10263","1","1","2","3","21/2/2024 18:45:20","21/2/2024 18:54:34","21/2/2024 18:45:20","0"
"265","Inquiry on Invoice Processing - Invoice No. #LM1138","10264","1","256","1","1","22/2/2024 10:26:14","22/2/2024 15:04:32","22/2/2024 15:04:32","0"
"266","Inquiry on Invoice Processing - Invoice No. #LM1139","10265","1","256","1","1","22/2/2024 10:26:19","22/2/2024 15:01:59","22/2/2024 15:01:59","0"
"267","wrong commission","10266","1","261","2","1","22/2/2024 12:42:32","14/9/2025 15:14:17","14/9/2025 15:14:17","0"
"268","reward for the fist signing up","10267","1","261","2","1","22/2/2024 12:56:11","16/8/2025 15:33:51","16/8/2025 15:33:51","0"
"269","Apps for IOS and Android","10268","1","261","1","1","22/2/2024 13:01:26","16/8/2025 15:34:07","16/8/2025 15:34:07","0"
"270","emailing ticket from our system to our clients directly","10269","1","261","2","1","22/2/2024 13:06:55","16/8/2025 15:34:24","16/8/2025 15:34:24","0"
"271","Inquiry on Invoice Processing - Invoice No. #LM1140","10270","1","2","1","1","22/2/2024 14:59:47","22/2/2024 15:00:30","22/2/2024 15:00:30","0"
"272","Inquiry on Invoice Processing - Invoice No. #LM1141","10271","1","2","1","1","26/2/2024 08:12:37","26/2/2024 08:59:41","26/2/2024 08:59:41","0"
"273","Welcome to Luxota: Your Gateway to Success with a $1000 Gift Voucher","10272","1","379","1","1","26/2/2024 09:40:04","15/12/2024 10:24:09","15/12/2024 10:24:09","0"
"274","Inquiry on Invoice Processing - Invoice No. #LM1142","10273","1","379","1","1","26/2/2024 17:32:51","26/2/2024 18:06:21","26/2/2024 18:06:21","0"
"275","Inquiry on Invoice Processing - Invoice No. #LM1143","10274","1","379","1","1","26/2/2024 17:34:31","24/3/2024 15:35:03","24/3/2024 15:35:03","0"
"276","Inquiry on Invoice Processing - Invoice No. #LM1144","10275","1","379","1","1","26/2/2024 17:37:18","26/2/2024 18:06:04","26/2/2024 18:06:04","0"
"277","Inquiry on Invoice Processing - Invoice No. #LM1145","10276","1","379","1","1","26/2/2024 17:42:55","26/2/2024 18:05:49","26/2/2024 18:05:49","0"
"278","Change colors of voucher ","10277","1","261","2","1","27/2/2024 09:29:03","16/8/2025 15:34:42","16/8/2025 15:34:42","0"
"279","Adding service charge 5% for payment gateway","10278","1","261","2","1","27/2/2024 09:37:47","11/11/2024 22:59:37","11/11/2024 22:59:37","0"
"280","Inquiry on Invoice Processing - Invoice No. #LM1146","10279","1","379","1","1","27/2/2024 15:53:38","12/11/2024 14:30:56","12/11/2024 14:30:56","0"
"281","چک کردن قیمت در صفحه فرم مسافران  و پیش از انجام عملیات پرداخت","10280","1","258","2","1","27/2/2024 16:14:16","27/8/2025 11:09:16","27/8/2025 11:09:16","0"
"282","ساپلایرهایی که بار را نمایش نمیدهند، بررسی شود و بار نمایش داده شود","10281","1","258","2","1","27/2/2024 16:17:07","20/11/2024 12:47:56","20/11/2024 12:47:56","0"
"283","ساپلایرهایی که تعداد صندلی ندارند، تعداد صندلی نمایش داده شود","10282","1","258","2","1","27/2/2024 16:20:28","23/10/2024 15:25:10","23/10/2024 15:25:10","0"
"284","فرایند Multicenter  به درستی کار نمیکند. اصلاح شود","10283","1","258","2","1","27/2/2024 16:24:14","15/9/2024 22:38:05","15/9/2024 22:38:05","0"
"285","مشکل سرچ 111 به این روش حل شود","10284","1","258","2","1","27/2/2024 16:36:03","20/11/2024 12:48:16","20/11/2024 12:48:16","0"
"286","فیلترهای سرچ شماره پرواز و تاریخ پرواز در صورت ترکیب کار نمیکند","10285","1","258","2","1","27/2/2024 16:37:05","15/9/2024 22:38:52","15/9/2024 22:38:52","0"
"287","بررسی صحت شماره پاسپورت در فرم مسافران","10286","1","258","2","1","27/2/2024 16:41:32","15/9/2024 22:39:49","15/9/2024 22:39:49","0"
"288","تاریخ تولد پس از الان هم پذیرفته می شود","10287","1","258","2","1","27/2/2024 16:43:10","15/9/2024 22:40:11","15/9/2024 22:40:11","0"
"289","در نام و نام خانوادگی حروف اضافه نباید قرار بگیرد","10288","1","258","2","1","27/2/2024 16:45:37","3/5/2024 18:31:05","3/5/2024 18:31:05","0"
"290","قیمتهای بزرگسال و کودک و نوزاد در Booking Profile نمایش داده شود","10289","1","258","2","1","27/2/2024 16:48:21","2/9/2025 11:34:38","2/9/2025 11:34:38","0"
"291","پیاده سازی ماژول ماشین و بیمه","10290","1","258","2","1","27/2/2024 16:50:16","2/9/2025 11:35:05","2/9/2025 11:35:05","0"
"292","فرایند سرچ هتل خیلی کند است. لطفا بررسی شود که مشکل از ساپلایر است یا سمت پلتفرم","10291","1","258","2","1","27/2/2024 16:53:57","20/11/2024 12:48:36","20/11/2024 12:48:36","0"
"293","نمایش قیمت رفت و برگشت به تفکیک","10292","1","258","2","1","27/2/2024 16:56:01","2/9/2025 11:36:04","2/9/2025 11:36:04","0"
"294","در ساپلایر نیرا و پرتو، تعرفه خارجی با بج نمایش داده شود","10293","1","258","2","1","27/2/2024 16:57:30","27/8/2025 11:13:01","27/8/2025 11:13:01","0"
"295","خطای Unexpected Error بررسی شود و رفع شود","10294","1","258","2","1","27/2/2024 16:59:20","15/9/2024 22:43:06","15/9/2024 22:43:06","0"
"296","زمان بین 2 سرچ از 20 ثانیه به 5 ثانیه تغییر پیدا کند","10295","1","258","2","1","27/2/2024 17:01:23","27/8/2025 11:16:24","27/8/2025 11:16:24","0"
"297","صفحه ترجمه خطاها ساخته شود","10296","1","258","2","1","27/2/2024 17:08:39","27/8/2025 11:23:26","27/8/2025 11:23:26","0"
"298","از همه خطاها PID حذف شود","10297","1","258","2","1","27/2/2024 17:09:59","15/9/2024 22:45:16","15/9/2024 22:45:16","0"
"299","امکانی اضافه شود که ورود کاربر با ایمیل و یا شماره موبایل اختیاری شود","10298","1","258","2","1","27/2/2024 17:15:19","27/8/2025 11:26:37","27/8/2025 11:26:37","0"
"300","اتصال Helium Accounting System به پلتفرم لوکستا","10299","1","258","2","1","27/2/2024 17:26:15","27/8/2025 11:41:40","27/8/2025 11:41:40","0"
